Year,CountyFIPS,Age_0_4_Y,Age_10_14_Y,Age_15_19_Y,Age_20_24_Y,Age_25_29_Y,Age_30_34_Y,Age_35_39_Y,Age_40_44_Y,Age_45_49_Y,Age_50_54_Y,Age_55_59_Y,Age_5_9_Y,Age_60_64_Y,Age_65_69_Y,Age_70_74_Y,Age_75_79_Y,Age_80_84_Y,Age_85_Plus_Y,Origin_H,Origin_NH,Race_AIAN,Race_AS,Race_B,Race_W,Sex_F,Sex_M,Personal Income,Per Capita PI,GDP,Labor Force,UnemploymentRate,Total_Active_MDs,Total_MDs,Emergency_Patn_Care,Psychiatry_Tot,MD_Less_35,MD_35_44,MD_45_54,MD_55_64,MD_65_74,MD_75_Plus,Total_Hospitals,Hospital_Beds,Nursing_Facility_Beds,Home_Health_Agencies,Comm_Mental_Health_Ctrs,BENES_FFS_CNT,BENE_AVG_AGE,BENES_ER_VISITS_PCT,BENE_DUAL_PCT,TOT_MDCR_STDZD_PYMT_AMT,TOT_MDCR_STDZD_PYMT_PC,IP_MDCR_PYMT_PER_USER,BENES_OP_PCT,ASC_MDCR_STDZD_PYMT_AMT,IRF_MDCR_STDZD_PYMT_AMT,IP_MDCR_PYMT_AMT,Murder and Nonnegligent Manslaughter,Manslaughter by Negligence,Rape,Robbery,Aggravated Assault,Other Assaults - Simple,Burglary,Larceny - Theft,Motor Vehicle Theft,Arson,Human Trafficking,opioid_dispensing_rate,Heroin Incident Count,Average Heroin Quantity,Heroin Arrests,Heroin Drug Quantity,Fentanyl Incident Count,Fentanyl Arrests,Average Fentanyl Quantity,Fentanyl Drug Quantity,WT_BUPRENORPHINE,WT_CODEINE,WT_DIHYDROCODEINE,WT_FENTANYL,WT_HYDROCODONE,WT_HYDROMORPHONE,WT_LEVORPHANOL,WT_MEPERIDINE,WT_METHADONE,WT_MORPHINE,"WT_OPIUM, POWDERED",WT_OXYCODONE,WT_OXYMORPHONE,WT_TAPENTADOL,QS_BUPRENORPHINE,QS_CODEINE,QS_DIHYDROCODEINE,QS_FENTANYL,QS_HYDROCODONE,QS_HYDROMORPHONE,QS_LEVORPHANOL,QS_MEPERIDINE,QS_METHADONE,QS_MORPHINE,"QS_OPIUM, POWDERED",QS_OXYCODONE,QS_OXYMORPHONE,QS_TAPENTADOL,Total_Opioids_Q_Weight,Total_Opioids_Q_Sales,Total_Dispensations,Total_Prescriptions,Total_Incidents,Survival_N,Drug_Pharma_Opioid,Drug_Pharma_Other,Drug_Pharma_Stimulant,Drug_Fentanyl,Drug_Heroin,Drug_Unknown,Drug_Pharma_Total,Drug_Illicit_Total,Avg_ED_Visits_All,Avg_ED_Visits_Heroin,Avg_ED_Visits_Stimulant,n_quarters_observed,Deaths,Flag,Population,GDP Per Capita,CZ,Population_vol,GDP_vol,UnemploymentRate_vol,Total Crime_vol,opioid_dispensing_rate_vol,Deaths_vol,Heroin Incident Count_vol,Average Heroin Quantity_vol,Fentanyl Incident Count_vol,Average Fentanyl Quantity_vol,Total_Dispensations_vol,Total_Prescriptions_vol,Total_Opioids_Q_Weight_vol,Total_Opioids_Q_Sales_vol
2007,42015,593.1700431483888,686.0433408722712,694.0634874805511,499.81553662800957,486.020884461768,510.88333894743596,623.0049885311904,725.0212533885119,800.0898256420128,768.0092392088927,708.3393484432895,610.6539627544391,628.2982852926551,484.2564522079464,394.91201899170716,322.7306995171872,244.29366568820876,220.39362879553437,100.0914296713344,9899.908570328666,30.316154179298398,57.58465264745039,68.01084323821439,9844.088349935037,5098.24679595143,4901.75320404857,1781725.0,28579.0,1876406.0,4977.94459682723,5.0,39.459121312737594,43.950403413374396,1.604029321656,0.3208058643312,11.388608183757599,6.416117286624,9.9449817942672,8.501355404776799,4.491282100636799,2.7268498468152003,0.48120879649679993,65.765202187896,0.0,0.3208058643312,0.0,1667.8696886579087,72,3350.0,2292.0,11268496.256195562,6756.22,12594.49,7078.0,62388.91134529939,88367.56652711613,4355537.997850601,0.802014660828,0.0,5.4536996936304005,0.6416117286624,6.8973260831208,78.1162279646472,40.742344770062395,136.02168647642878,7.538937811783199,3.0476557111463998,0.0,6030.0,,,,,,,,,220.36762677445742,1113.6761569061482,0.0,168.30911338434146,2911.9073965497328,120.35631361981297,0.0,1858.1040373418025,1094.7702933769629,3639.741734606933,0.23098022231846396,9603.093488035545,18.602409252041127,0.0,105.38472643279918,97.36457982451918,0.0,1295.25367723722,1195.3226504980512,255.68227387196637,0.0,213.49630271241358,143.56062428821198,1057.6969346999663,0.3208058643312,1247.934812248368,7.699340743948799,0.0,20749.159550070097,5619.716728421795,,,,,,,,,,,,,,,,,,1,62343,30.09810243331248,491,-3.208007186294992e-05,0.04104838373518227,0.0408219945202557,0.10472289900156007,0.08294908298075221,,,,,,,,0.10603732049471226,0.13410593463028775
2008,42015,601.270900863314,666.0996822747842,677.6533264867293,494.56015918354245,503.54632690394425,506.1138033954877,606.0849192849578,689.5279052601174,804.9038800988478,781.3151898327932,716.3259411406015,608.0105266536153,636.4132353413139,512.2115600629032,409.67296768188965,313.5530665297346,250.48942520620045,222.24718379922334,112.64803106646555,9887.351968933533,31.451587021406336,54.23794088385378,71.56840720177156,9842.74206489297,5091.14541544979,4908.85458455021,1881606.0,30194.0,2127712.0,5023.428222985333,5.3,38.03074553098623,43.32616579479445,1.6046728072146088,0.32093456144292176,10.430373246894959,6.097756667415514,9.628036843287653,9.307102281844733,4.653551140922366,2.888411052986296,0.4814018421643827,69.64279983311403,0.0,0.32093456144292176,0.0,1586.219069931641,71,3523.0,2397.0,11281410.159183543,7112.14,12846.85,7144.0,50298.130556179596,82182.653486954,4407484.356044803,0.0,0.0,6.258223948136975,0.4814018421643827,8.183831316794505,85.52906062453866,45.5727077248949,139.76700150839244,5.134952983086748,1.1232709650502262,0.0,6030.0,,,,,,,,,457.82951804454575,1042.3565149715973,0.0,182.49598695401008,2745.1341870454767,118.5538014698803,0.0,1340.3308634744376,709.0417134696237,3166.2498228024006,0.5776822105972592,7813.085512314259,45.701550916268175,0.0,162.71382265156134,95.79896659071215,0.0,1377.7720722744632,1418.3702942969928,311.94839372252,0.0,181.6489617766937,127.89242273500433,997.464616964601,0.4814018421643827,1275.0730126127282,15.244391668538784,0.0,17621.357153673096,5964.40835713598,,,,,,,,,,,,,,,,,,1,62318,34.1428158798421,491,-0.00040108775535507846,0.12568897889497066,0.058268908123976004,0.04517901581336181,0.0,,,,,,,,-0.16339410122598252,0.059528606463381095
2009,42015,600.7882341632221,653.8178089653626,669.5184081514948,484.6358422249992,504.98253708866037,504.50190650132976,581.563010669999,672.8828222628088,797.6865647729823,794.0017302701144,726.3930276522798,606.5558012111891,650.1329744624948,541.1900413342305,414.7841968662886,317.6968182255119,248.4860136499087,230.38226152712357,112.30734723957832,9887.692652760421,31.881828959594987,56.55419910923131,72.41500849114037,9839.148963440033,5086.353295523727,4913.646704476273,1864425.0,29870.0,2695510.0,5048.864109711943,8.3,37.905855787970395,43.66212641724419,1.5196965183849227,0.3198806395609316,10.077294068051337,6.715385587015584,8.321112316112183,10.551845417982783,4.478855914794038,3.1180457943075908,0.4806305873305777,69.21080457560319,0.0,0.32042039155371843,0.0,1528.7256881027909,71,3449.9999999999995,2467.0,10822066.437566089,7079.14,13795.92,7095.0,51742.957159793645,71523.672658528,4321034.427568971,0.0,0.0,4.806305873305777,0.4806305873305777,8.49114037617354,66.48723124739658,34.92582267935531,114.22986958890064,3.6848345028677625,1.6021019577685922,0.0,6230.0,,,,,,,,,567.4218645583005,823.1368819891699,0.0,186.5989080073056,2938.442156945112,198.30146127719567,0.0,2509.4475151398633,687.6439744945369,2924.079170968311,1.038162068634048,7657.394351331347,32.5508306898651,49.66516069082636,218.20628664808228,95.64548687878496,0.0,1428.5943157422537,1387.0998750360473,398.76317728860266,0.0,197.53917139286744,136.17866641033035,1023.5829408183538,1.1214713704380148,1386.4590342529398,14.098497228363613,5.286936460636356,18575.720438160468,6292.5758595277,,,,,,,,,,,,,,,,,,1,62418,43.18481848184818,491,0.0016033866954821008,0.23654020181507995,0.44854869424447585,-0.22018803201063442,0.032629322060266475,,,,,,,,0.052743734197639114,0.053560638598144195
2010,42015,601.3071895424837,649.131197194325,654.3918380360274,494.8190658377172,517.9340028694405,500.2391200382592,549.9760879961741,652.1600510122748,786.8643392316276,797.2262075561932,742.3880121154152,598.7565758010521,671.9273075083693,551.2513948668899,423.7207077953133,315.63845050215207,251.55428024868482,240.71417184760082,112.06759126414794,9887.932408735853,33.15797863860992,60.73648971783836,75.08369201339072,9831.02183963016,5079.069025984378,4920.930974015622,1993037.0,31776.0,3334081.0,4901.323130878368,7.0,37.78096604495457,43.99808703969393,1.4347202295552366,0.3188267176789415,9.724214889207715,7.333014506615655,7.014187788936713,11.796588554120834,4.30416068866571,3.3476805356288852,0.47824007651841227,68.86657101865136,0.0,0.3188267176789415,0.0,1495.456719273075,71,3523.0,2510.0,11182159.083373187,7477.42,14901.05,7239.0,48340.51012274829,54794.61342260481,4636832.762633509,0.3188267176789415,0.0,4.782400765184122,0.47824007651841227,11.477761836441893,57.548222541048936,34.59269886816515,101.54630958074286,4.30416068866571,1.275306870715766,0.0,6790.000000000001,,,,,,,,,648.5502629842181,977.6990036665073,0.0,230.661677028535,2368.4668669201337,262.71983010680697,0.0,1368.1355233859397,681.6716722461342,2615.3456617965885,0.34433285509325684,9920.816487326638,46.96573011318348,40.251873106966364,271.4809501036187,101.54630958074286,0.0,1514.2674956161325,1328.2321058504704,471.06647537063606,0.0,157.5003985333971,140.60258249641322,937.350549976088,0.47824007651841227,1677.5067750677508,21.361390084489077,3.9853339709867686,19161.628921536743,6625.378606727243,,,,,,,,,,,,,,,,,,1,62730,53.14970508528614,491,0.004986106791838196,0.21260965338489868,-0.1703453657472398,-0.08655107519997651,0.08607460877124318,,,,,,,,0.031054410493670304,0.051537014923253466
2011,42015,603.416823971701,636.7284782919053,647.990989990641,518.7100458431814,528.862169064577,507.1302802937771,533.4623498992719,633.2386859345505,765.057660887359,801.2245998635808,758.0780761726495,601.354673942355,686.0614520708746,548.2146539553623,432.73425231198746,315.03307371393225,245.23722656683748,237.46450722545643,124.2048825367618,9875.795117463238,33.31165432020431,63.133516283053886,79.94797036849035,9823.60685902825,5061.4679335670435,4938.5320664329565,2215081.0,35123.0,4019382.0,5073.364952967117,6.3,36.484192826890435,42.353389064259765,1.1103884773401438,0.3172538506686125,10.667276430687357,6.926944629053354,7.483237035621438,10.749188909267176,4.617289091847765,3.343820387098737,0.4758807760029187,70.74760869910058,0.0,0.3172538506686125,0.0,1546.4538950841516,71,3559.0,2493.0,11826129.008105837,7647.26,15147.57,7155.0,55332.429688615346,56331.89828841547,5077143.08465919,0.0,0.0,4.441553909360575,0.3172538506686125,7.9313462667153125,50.443362256309385,48.539839152297716,124.04625561142747,6.027823162703637,1.903523104011675,0.0,6609.999999999999,,,,,,,,,438.8061207388842,770.1460811218095,0.0,212.86790342792787,2659.9563178582193,277.8766218809981,0.018413413492806268,1905.6156707539537,618.8343966624896,2365.0839929569643,6.167414856997827,10482.398883266445,42.241057407084284,75.74435684713123,284.5767040497454,80.26522421915895,0.0,1464.9196554623181,1357.5292270109928,505.0681302644311,0.15862692533430625,193.20759505718502,147.36441363557051,868.7996700559954,3.4897923573547374,1793.1187639789978,19.03523104011675,6.027823162703637,19855.757231192398,6723.560857219904,,,,,,,,,,,,,,,,,1.7448961786773687,0,63041,63.75822084040545,491,0.004945506259318222,0.18693108029532013,-0.105360515657825,0.11401424135411009,-0.026867287707009524,,,,,,,,0.03558421620587637,0.014710385235822798
2012,42015,597.6938369781312,639.2047713717694,624.0954274353877,536.6202783300199,532.962226640159,516.2624254473161,518.3300198807158,617.2564612326044,729.7017892644135,806.0437375745527,765.9642147117296,609.4632206759444,673.3996023856859,585.765407554672,444.85089463220675,322.544731610338,246.99801192842943,232.84294234592446,127.07753479125249,9872.922465208747,32.92246520874751,62.02783300198808,83.3399602385686,9821.709741550696,5042.385685884691,4957.614314115309,2293524.0,36450.0,3761007.0,5192.683896620279,6.6,38.48906560636183,44.69184890656064,1.1133200795228628,0.15904572564612326,11.610337972166999,6.5208747514910534,7.952286282306163,9.701789264413518,4.930417495029821,3.3399602385685885,0.47713717693836977,70.93439363817097,0.0,0.31809145129224653,0.0,1586.1630218687872,71,3505.0,2408.0,12695018.773757456,8003.6,16006.91,7150.0,54399.01073558649,80105.17216699802,5305511.368588469,0.0,0.15904572564612326,3.9761431411530817,0.7952286282306164,9.701789264413518,53.59840954274354,45.16898608349901,140.11928429423457,8.747514910536779,2.385685884691849,0.0,7320.0,,,,,,,,,484.04302224254474,589.5176842942345,0.0,225.7132166998012,2938.1051597677933,764.6296697033797,0.01846202783300199,2084.912147117296,854.6694361829026,2130.655896714115,6.298210735586482,13920.013189687475,48.042156660039765,246.52087475149105,355.4671968190855,62.98210735586481,0.0,1688.1113320079521,1403.5785288270379,877.2962226640159,0.15904572564612326,173.67793240556662,148.70775347912524,621.7097415506958,2.385685884691849,2069.662027833002,24.33399602385686,23.220675944333998,24293.139126584494,7451.292246520875,,,,,,,,,,,,,,,,,1.749502982107356,0,62875,59.81720874751491,491,-0.0026366799480666003,-0.06644141877617926,0.04652001563489172,0.08531606756967225,0.1020266741096254,0.0026366799480678216,,,,,,,0.20169996809461743,0.10276956959811656
2013,42015,597.667638483965,626.9823470989652,608.880915003364,553.2951014000577,518.2135648607951,529.9074103738827,507.6410469996476,598.9491558004678,694.5823855444846,803.1909781180918,782.686701054048,625.3804504533368,676.801332778009,597.9880178130907,466.6324928715599,334.6362092717778,240.2844968442636,236.27975523019256,135.200076891039,9864.799923108962,34.12039855188543,64.23605548969981,90.34697081344311,9811.296575144972,5035.882484862076,4964.117515137924,2225139.0,35658.0,3650520.0,5106.52612693429,7.0,41.32893345721334,47.416140710601354,1.121327651939897,0.16018966456284242,12.174414506776023,8.00948322814212,8.65024188639349,9.771569538333388,4.965879601448115,3.203793291256848,0.48056899368852724,77.0512286547272,19.382949412103933,0.32037932912568484,0.0,1578.1885752731234,71,3409.0,2378.0,12636766.259250954,8007.13,16122.51,7155.0,34797.263960529264,56084.17326114119,5149823.17624067,0.32037932912568484,0.0,6.888155576202223,0.6407586582513697,10.252138532021915,78.49293563579278,39.88722647614776,111.81238586486401,5.606638259699484,0.800948322814212,0.0,7520.0,2.402844968442636,0.0004638666666666,1.121327651939897,0.0011145996860282574,0.32037932912568484,0.16018966456284242,0.0005375,0.0001722038894050556,384.45598483804827,768.4252506968251,0.0,210.6542866754237,2503.8166555842117,330.1777592669721,0.0,801.1249719668087,717.8725531028739,1859.237917883574,3.2294236375869025,12890.053748050492,35.05464550027232,240.60487617338927,379.9698843430622,74.48819402172172,0.0,1418.3192900394067,1238.5864863998975,696.9852305129273,0.0,112.29295485855252,144.330887771121,741.998526255086,1.601896645628424,2032.166084644219,22.10617370967225,20.18389773491814,20744.708073376478,6883.029506936213,,,,,,,,,,,,,,,,,,1,62426,58.477557427994746,491,-0.007166773159305251,-0.029817117493049494,0.058840500022933284,-0.03115677984826659,0.026955809988528756,,,,,,,,-0.15790278846915484,-0.07932858292196876
2014,42015,599.1946048226674,630.0842592143354,601.6204939110185,543.0757039121505,520.5957983600989,522.5365096307797,503.291122863196,579.4640402374137,672.9416331085343,796.3385247359823,797.4706063105461,622.3214141316126,688.3055973347565,608.0895314799541,489.86786990765444,345.77005805961215,237.8988565976097,241.13337538207756,131.64491452784114,9868.35508547216,34.28589911535911,64.04347193246325,91.86033347888667,9809.810295473291,5029.676709847493,4970.323290152507,2302357.0,37253.0,4260486.0,5140.297252276292,5.5,41.24011450196497,47.38570019245387,0.9703556353403523,0.16172593922339204,12.753223576998716,7.419042657871664,8.471057924954621,9.031721750924572,5.003019142576885,3.1464614035382215,0.48517781767017615,77.87103973606327,19.568838646030436,0.3234518784467841,0.0,1600.2781686154644,71,3454.9999999999995,2372.0,12488337.457344783,7803.85,16013.62,7065.0,9507.221063186324,104925.84865686607,4977629.421182863,0.0,0.0,7.115941325829249,0.6469037568935682,10.512186049520484,72.61494671130302,38.81422541361409,120.80927659987385,5.336955994371937,2.4258890883508806,0.0,7520.0,1.9407112706807046,0.0004375833333333,0.8086296961169601,0.0008492229068620315,0.0,0.0,0.0,0.0,389.8336075154044,560.7908754225091,0.0,194.83998835573237,3268.711574775605,305.99235421215207,0.018773147025051347,651.7257774974528,779.9113612472305,2245.25355259651,7.859880646256854,13066.818948228292,20.097606456099495,142.318826516585,415.63566380411754,59.02996781653809,0.0,1433.538725276147,1160.3836139278378,663.8849805120243,0.16172593922339204,102.85769734607734,165.60736176475345,845.9883880775637,4.204874419808193,2306.373619264794,12.77634919864797,11.805993563307618,21634.173126616854,7182.248960910841,,,,,,,,,,,,,,,,,,1,61833,68.90310998981127,491,-0.00954465273132854,0.154513615080635,-0.24116205681688818,0.0234821584633913,0.0,,-0.2135988985828814,-0.058329990759751205,,,,,0.04198297215866198,0.04255366943218064
2015,42015,605.4693851006406,623.3538191395961,602.2176698208305,546.2881670080968,529.8670048450558,530.8425194289988,512.9580853900433,555.8807270835366,644.0022111663902,783.5007966702435,787.7280265339967,611.3224726042988,709.1991025265827,630.8327642831593,499.78863850681233,353.29886515136735,233.14798556238415,240.30175917796637,140.96185737976782,9859.038142620233,34.955939257958576,69.74929275192665,99.82765909017007,9795.467108899944,5019.835463206842,4980.164536793159,2282664.0,37136.0,3325053.0,5144.376158423568,6.1,39.99609794166423,46.17435697330342,0.97551458394303,0.16258576399050498,13.332032647221409,6.828602087601209,8.291873963515755,8.291873963515755,5.040158683705655,3.089129515819595,0.487757291971515,78.3663382434234,0.0,0.16258576399050498,0.0,1619.0290378174489,70,3600.9999999999995,2395.0,13123552.173771663,8105.82,15277.61,7270.0,9299.417942964914,99753.03222449841,4806388.970181771,0.16258576399050498,0.487757291971515,7.316359379572724,0.32517152798100996,7.80411667154424,85.0323545670341,43.08522745748382,136.2468702240432,4.714987155724645,0.812928819952525,0.0,7530.0,3.089129515819595,0.000578947368421,0.487757291971515,0.0017884434038955548,0.0,0.0,0.0,0.0,464.1968425844633,733.6829301206386,0.0,173.97103534614507,5334.020792267421,263.62172991252885,0.09434851884369005,724.5496780801873,547.4211946801938,2145.3909797418137,4.097161252560726,12737.731034110493,36.34046353201314,149.2537313432836,495.7239944070497,76.74048060351835,0.0,1383.9300230871784,1476.4413227977757,689.6888108477222,0.812928819952525,106.00591812180926,133.32032647221408,888.0434429161382,2.4387864598575746,2458.9470945923977,12.681689591259389,12.35651806327838,23314.37192149059,7737.131336780152,,,,,,,,,,,,,0.0,0.0,0.0,2.0,1.95102916788606,0,61506,54.06062823139206,491,-0.005302471499950556,-0.24789762445077557,0.10354067894084196,0.10722353952244701,0.0013289038500534645,,0.4648348008783906,0.2799444087641936,,,,,0.07479583738014917,0.07441843081021915
2007,42017,566.3280415105514,711.8853567152073,693.9079660602315,532.1275445169763,522.4226505465641,529.6972974364917,686.4884700065666,820.4256634091698,896.3910026137227,816.5630190428368,681.5957871425445,639.010133003721,539.3056252977456,373.5820876305252,306.67786833532904,276.5653366294565,213.3467238338033,193.67942626855677,371.666859798885,9628.333140201115,26.829283994489295,380.66360230213604,393.1206303835606,9199.386483319813,5090.514632984407,4909.485367015593,32068338.0,51612.0,27534570.0,5625.249462448659,4.0,23.240243604104702,26.941944455174013,0.7886232247930267,1.400208582795782,2.253209213694362,5.005343324706761,7.741383084192772,5.697400440341458,3.1062098445929416,2.719945407959622,0.11266046068471808,19.039617855717356,0.38626443663331916,0.19313221831665958,0.0160943515263883,843.183076467483,74,3003.0,1090.0,6967118.826528641,8262.88,13879.15,6683.0,66100.69978240436,128649.19174166633,2723622.900652787,0.11266046068471808,0.0321887030527766,0.9978497946360745,4.892682864022043,9.318629533778825,29.42047459023781,30.337852627241944,171.6462590289312,15.450577465332767,1.2553594190582873,0.0,6959.999999999999,,,,,,,,,334.22885811783,9172.624160583002,11.826493244685647,1782.879594934142,23511.360752859164,397.875274917275,0.5341032871103557,1056.130038739104,2990.793372474796,6429.572262091203,1.176175209548457,62795.805575834645,80.33029294938649,0.0,321.5007660911327,119.00163518611508,8.610478066617741,1407.708550607079,1009.7918034686547,370.2666512160892,0.7403401702138618,51.35707572070506,224.3552602778529,533.5760361543513,0.9012836854777446,2547.768035330321,44.35603280672615,0.0,108565.13695524189,6639.933948781336,,,,,,,,,,,,,,,,,1.4967746919541116,0,621336,44.31510487079455,92,0.0028882748464926777,0.06095122146406595,0.0,-0.008338932889882189,0.060714424699167324,-0.19767660040557783,,,,,,,-0.0780601284119733,0.08346688882713948
2008,42017,556.6046363130257,700.9018172717018,690.5375767892353,525.9290514794712,530.6459039591077,524.5332481946808,659.8459482397636,785.9816427802476,893.6510203001137,840.3858834552389,693.6821451089929,633.678647578923,556.4923303016058,402.47265749714825,309.93250408713664,273.14426348915526,218.88441625741822,202.69630689703305,395.42946620952773,9604.570533790471,27.755628536636628,397.1942749604121,399.3922640410591,9175.657832461891,5090.077443016732,4909.922556983268,33361539.0,53524.0,28538886.0,5699.048768083274,4.8,23.27943179575708,27.306404490956957,0.7700983640222879,1.4760218643760519,2.230076512481209,5.053770513896265,7.749114787974272,5.711562866498635,3.401267774431772,2.7755628536636627,0.128349727337048,19.830032873573913,0.38504918201114396,0.272743170591227,0.016043715917131,857.3440911796464,74,3037.0000000000005,1115.0,7614793.066387292,8881.84,14567.84,6818.999999999999,69997.46252589054,141749.74482469834,2877122.322905453,0.09626229550278599,0.016043715917131,1.026797818696384,4.524327888630942,9.417661243355896,24.851715955635914,27.755628536636628,175.63055814483306,13.203978199798811,1.8129398986358027,0.0,6959.999999999999,,,,,,,,,719.2487448166765,23092.71743967964,13.059369532085025,1953.028281966703,29148.010815288406,539.8871037120987,0.056153005709958494,853.0834791439714,3578.0222549121845,6144.493967512278,1.0223055782395873,56746.73205028903,106.97594284907517,0.0,450.89259213504954,195.588940745744,5.182120241233313,1426.1579953056087,1141.0290760263567,482.6431059350518,0.288786886508358,42.19497286205453,295.6856843527243,530.3731607885165,0.6577923526023709,2699.788383387053,18.546535600203434,0.0,122896.33790828608,7289.029146618706,,,,,,,,,,,,,,,,,1.6043715917130998,0,623297,45.7869779575387,92,0.003151132297903203,0.03582527224625309,0.1823215567939549,-0.022809168101059152,0.0,0.06941956053693321,,,,,,,0.12399088534971092,0.09326834513885629
2009,42017,551.4145566783212,696.9365146450481,678.7502721532768,526.2964101381898,534.9412789282925,523.2066699965421,628.3698979265122,754.8411265224574,886.0190059041253,856.1301725131594,718.4366235063588,628.3058618614003,580.5189482716667,422.3978944941791,315.9059182131376,267.51066200484115,219.24347792676835,210.77470831572344,414.16926012730374,9585.830739872696,29.104391593345373,408.82224869046246,402.05043480488206,9160.022924911309,5092.932339493604,4907.067660506397,32033486.0,51282.0,28278061.0,5535.3254953189635,7.3,23.348550876785065,27.558442148804716,0.7364739699182976,1.392938946014994,2.129377984972616,5.058741115279217,7.492635324031239,6.02659145141159,3.5136663157368826,2.9691929724140227,0.11206311394577427,18.458395768496818,0.0,0.30417130928138725,0.01600901627796775,884.6422305042199,73,3098.0,1164.0,8204230.272249331,9274.07,15230.22,6905.0,79294.52411598212,126037.32742280453,3043615.350085168,0.064036065111871,0.01600901627796775,1.1366401557357104,4.178353248549583,7.300111422753295,22.268541642653144,27.903715372497793,164.94089471190173,9.493346652834877,1.680946709186614,0.0,7290.000000000001,,,,,,,,,1098.4323225712722,10997.53030170592,18.781491398675733,1371.7410323093966,34953.468415944335,593.389578210128,0.4218401403670547,800.212285559227,4386.3183610449405,8531.30102929826,6.679601951819265,47081.66987114071,267.1121476095337,252.86241211050063,603.2837694189368,136.73300803012256,3.1217581742037117,1468.7311894058732,1362.3832942713334,451.8544844456398,0.7524237650644844,33.73099729767805,347.4116622481781,614.089855406565,1.6009016277967751,2879.7818931622287,39.97451364608547,13.879817112998042,110359.92069099509,7957.329568012704,,,,,,,,,,,,,,,,,1.8250278556883237,0,624648,45.270393885836505,92,0.0021651603680954423,-0.00918130402936157,0.41925843024050025,-0.08003516450899228,0.046324071674238354,0.12886310203830847,,,,,,,-0.107594188089422,0.08772310105934444
2010,42017,541.8171536828519,687.2590943144262,670.7900508447773,526.6260185328654,538.1751149718141,524.5973390754015,596.2400742464733,734.190277354027,868.1470169626356,872.4759313954919,743.2794002776257,618.7791822345185,611.6069217904135,440.17552070770563,319.84447855749704,266.4758323575971,222.2122829352915,217.30830975858714,431.8531427759044,9568.146857224096,30.11071478204475,422.6841505823269,405.5442052448553,9141.660929390773,5095.659424653727,4904.340575346273,33523650.0,53550.0,29481952.0,5371.559830868834,7.3,23.41766995781305,27.81047980665247,0.7028495758143072,1.3098560276539362,2.028679457464023,5.0637117166621675,7.236155860088207,6.341620036324544,3.6260648570419938,3.162823091164382,0.11181697797045796,20.350689990623348,0.0,0.3514247879071536,0.01597385399577971,962.3288601217528,73,3106.9999999999995,1429.0,9183596.514664797,9543.1,15612.81,6911.000000000001,87337.09911616666,168186.43196815453,3299268.7461962258,0.07986926997889852,0.01597385399577971,0.9744050937425622,4.760208490742353,5.670718168501796,22.650924966015626,29.05644041832329,150.87305099013935,8.402247201780126,1.6133592535737504,0.0,7600.0,,,,,,,,,1250.6642652730013,5948.60150259655,14.287982716609454,946.0161902997174,23816.31258821609,561.6546862150432,0.0,647.85465689759,3499.4077467281554,8289.407946682311,14.911273227980443,49759.013863101834,401.65683034009936,852.8041301996891,655.4072294468415,112.98306931214988,2.7155551792825503,1417.2642219215588,1472.6775214329184,503.95911971285403,0.0,25.957512743142022,352.54295768685813,683.712898727363,2.140496435434481,3285.6141068299403,61.0041484098827,35.06260952073646,96002.59366249466,8611.041447358963,,,,,,,,,,,,,,,,,1.7571239395357678,0,626023,47.09403967585855,92,0.002198820559506487,0.04169200519039862,0.0,-0.06650966948736436,0.0416447012717196,-0.037916903161585025,,,,,,,-0.13937182228925415,0.07895180684186087
2011,42017,525.7036668156919,681.7505636175897,676.7865921858817,529.4425555543181,541.184257210089,532.7677800069687,564.3335470598811,720.969119961052,840.1680749814249,881.9481678649672,766.8699455395057,606.9091481856843,643.7252696375187,451.57820880182135,326.7947859207769,262.72455208908417,222.44001470099232,223.90374986675235,446.7892491834108,9553.210750816588,30.452055513747176,438.5955142881236,413.17107086546525,9117.781359332665,5093.050599097258,4906.949400902742,35180791.0,55983.0,29924106.0,5344.669856124378,7.1,23.48340331154171,27.954159633047958,0.7318675828800262,1.240992857927001,1.9671471758750183,4.993275096783851,6.770282567675551,6.807358441424748,3.8298081916403612,3.2885248883800786,0.1272813187617437,20.683214298783348,0.0,0.3341134617495772,0.015910164845217963,1022.3712827888609,72,3103.0,1426.0,9655140.478323197,9443.87,15592.65,6872.0,101568.50805611198,181520.93014005717,3318339.6521083354,0.1272813187617437,0.0,1.240992857927001,4.025271705840145,6.300425278706313,19.919526386212887,29.322433809736705,163.93833856512586,9.450637918059469,1.4796453306052704,0.0,8260.0,,,,,,,,,648.0682153910162,1671.0077966012707,12.287097015412176,297.63654469403957,6549.798928840356,386.70601967514625,0.001846851935232901,124.31821065535559,2471.331610156413,5387.935162358459,0.6586808245920236,30754.621418213002,240.25834193808083,645.6424445013675,580.8164778395269,86.02626131809352,1.6864774735931038,1109.3998844922032,1065.8378531459964,465.97690798674364,0.015910164845217963,18.18531841808413,298.8565364525742,605.5249638441504,0.5250354398921927,2837.8006424524565,46.52132200741732,32.58401760300639,49190.272317716444,7149.7576086385825,,,,,,,,,,,,,,,,,2.2274230783305144,0,628529,47.60974593057759,92,0.003995056933597141,0.014886096799372694,-0.027779564107074606,0.046928364370947495,0.0832763402406016,0.23716699988329049,,,,,,,-0.6686793215904565,-0.18596681376467927
